tree	clade_id	tip_name	epi_isl_id	is_singleton
HA_B	8	EPI902477|HA|B/Madagascar/2550/2011|EPI_ISL_246504|B	EPI_ISL_246504	False
HA_B	8	EPI346803|HA|B/Madagascar/2550/2011|EPI_ISL_99978|B	EPI_ISL_99978	False
HA_B	8	EPI902785|HA|B/Madagascar/7766/2010|EPI_ISL_246658|B	EPI_ISL_246658	False
HA_B	8	EPI301308|HA|B/Madagascar/7766/2010|EPI_ISL_85700|B	EPI_ISL_85700	False
HA_B	8	EPI346801|HA|B/Madagascar/2354/2011|EPI_ISL_99977|B	EPI_ISL_99977	False
HA_B	9	EPI904296|HA|B/Madagascar/01732/2012|EPI_ISL_246843|B	EPI_ISL_246843	False
HA_B	9	EPI392608|HA|B/Madagascar/01732/2012|EPI_ISL_128136|B	EPI_ISL_128136	False
HA_B	10	EPI904294|HA|B/Madagascar/01593/2012|EPI_ISL_246841|B	EPI_ISL_246841	False
HA_B	10	EPI392604|HA|B/Madagascar/01593/2012|EPI_ISL_128134|B	EPI_ISL_128134	False
HA_B	10	EPI904293|HA|B/Madagascar/01591/2012|EPI_ISL_246840|B	EPI_ISL_246840	False
HA_B	10	EPI392602|HA|B/Madagascar/01591/2012|EPI_ISL_128133|B	EPI_ISL_128133	False
HA_B	11	EPI904300|HA|B/Madagascar/03165/2012|EPI_ISL_246847|B	EPI_ISL_246847	False
HA_B	11	EPI392610|HA|B/Madagascar/02853/2012|EPI_ISL_128137|B	EPI_ISL_128137	False
HA_B	11	EPI392616|HA|B/Madagascar/03165/2012|EPI_ISL_128140|B	EPI_ISL_128140	False
HA_B	11	EPI904297|HA|B/Madagascar/02853/2012|EPI_ISL_246844|B	EPI_ISL_246844	False
HA_B	11	EPI392612|HA|B/Madagascar/02856/2012|EPI_ISL_128138|B	EPI_ISL_128138	False
HA_B	11	EPI904298|HA|B/Madagascar/02856/2012|EPI_ISL_246845|B	EPI_ISL_246845	False
HA_B	12	EPI904299|HA|B/Madagascar/03142/2012|EPI_ISL_246846|B	EPI_ISL_246846	False
HA_B	12	EPI392614|HA|B/Madagascar/03142/2012|EPI_ISL_128139|B	EPI_ISL_128139	False
HA_B	13	EPI1166451|HA|B/Madagascar/3833/2017|EPI_ISL_296533|B	EPI_ISL_296533	False
HA_B	13	EPI1137426|HA|B/Madagascar/3832/2017|EPI_ISL_290784|B	EPI_ISL_290784	False
HA_B	13	EPI1137434|HA|B/Madagascar/3833/2017|EPI_ISL_290785|B	EPI_ISL_290785	False
HA_B	13	EPI1166459|HA|B/Madagascar/3832/2017|EPI_ISL_296534|B	EPI_ISL_296534	False
HA_B	13	EPI986237|HA|B/Madagascar/5014/2016|EPI_ISL_261269|B	EPI_ISL_261269	False
HA_B	14	EPI1544871|HA|B/Madagascar/893/2019|EPI_ISL_377615|B	EPI_ISL_377615	False
HA_B	14	EPI1705501|HA|B/Madagascar/4379/2019|EPI_ISL_413811|B	EPI_ISL_413811	False
HA_B	14	EPI1705798|HA|B/Madagascar/4273/2019|EPI_ISL_413849|B	EPI_ISL_413849	False
HA_B	14	EPI1544863|HA|B/Madagascar/547/2019|EPI_ISL_377614|B	EPI_ISL_377614	False
HA_B	15	EPI1544879|HA|B/Madagascar/757/2019|EPI_ISL_377616|B	EPI_ISL_377616	False
HA_B	15	EPI1705533|HA|B/Madagascar/4223/2019|EPI_ISL_413815|B	EPI_ISL_413815	False
HA_B	16	EPI1849726|HA|B/Madagascar/343/2020|EPI_ISL_1180151|B	EPI_ISL_1180151	False
HA_B	16	EPI1849758|HA|B/Madagascar/358/2020|EPI_ISL_1180163|B	EPI_ISL_1180163	False
HA_B	16	EPI1704003|HA|B/Madagascar/6679/2019|EPI_ISL_413417|B	EPI_ISL_413417	False
HA_B	17	EPI1849734|HA|B/Madagascar/344/2020|EPI_ISL_1180160|B	EPI_ISL_1180160	False
HA_B	17	EPI1704011|HA|B/Madagascar/7265/2019|EPI_ISL_413418|B	EPI_ISL_413418	False
HA_B	18	EPI2036470|HA|B/Madagascar/581/2022|EPI_ISL_12709831|B	EPI_ISL_12709831	False
HA_B	18	EPI2036510|HA|B/Madagascar/1898/2021|EPI_ISL_12709836|B	EPI_ISL_12709836	False
HA_B	19	EPI2036462|HA|B/Madagascar/2408/2021|EPI_ISL_12709830|B	EPI_ISL_12709830	False
HA_B	19	EPI2036526|HA|B/Madagascar/3139/2021|EPI_ISL_12709838|B	EPI_ISL_12709838	False
HA_B	19	EPI2036558|HA|B/Madagascar/1828/2021|EPI_ISL_12709842|B	EPI_ISL_12709842	False
HA_B	20	EPI3949562|HA|B/Madagascar/2898/2024|EPI_ISL_19726505|B	EPI_ISL_19726505	False
HA_B	20	EPI3949516|HA|B/Madagascar/3045/2024|EPI_ISL_19726498|B	EPI_ISL_19726498	False
HA_B	20	EPI4216538|HA|B/Madagascar/03160/2024|EPI_ISL_19817096|B	EPI_ISL_19817096	False
HA_B	20	EPI3841274|HA|B/Madagascar/03160/2024|EPI_ISL_19687141|B	EPI_ISL_19687141	False
HA_B	20	EPI4134078|HA|B/Madagascar/9483/2024|EPI_ISL_19790206|B	EPI_ISL_19790206	False
HA_B	20	EPI4216596|HA|B/Madagascar/02785/2024|EPI_ISL_19817106|B	EPI_ISL_19817106	False
HA_B	20	EPI3841484|HA|B/Madagascar/02705/2024|EPI_ISL_19687172|B	EPI_ISL_19687172	False
HA_B	21	EPI3949576|HA|B/Madagascar/3461/2024|EPI_ISL_19726507|B	EPI_ISL_19726507	False
HA_B	21	EPI3841642|HA|B/Madagascar/03535/2024|EPI_ISL_19687195|B	EPI_ISL_19687195	False
HA_B	21	EPI3841286|HA|B/Madagascar/03535/2024|EPI_ISL_19687143|B	EPI_ISL_19687143	False
HA_B	21	EPI3949716|HA|B/Madagascar/3596/2024|EPI_ISL_19726526|B	EPI_ISL_19726526	False
HA_B	21	EPI4216576|HA|B/Madagascar/02912/2024|EPI_ISL_19817102|B	EPI_ISL_19817102	False
HA_B	21	EPI3841585|HA|B/Madagascar/02912/2024|EPI_ISL_19687188|B	EPI_ISL_19687188	False
HA_B	21	EPI3841483|HA|B/Madagascar/03603/2024|EPI_ISL_19687171|B	EPI_ISL_19687171	False
HA_B	21	EPI3841178|HA|B/Madagascar/03363/2024|EPI_ISL_19687128|B	EPI_ISL_19687128	False
HA_B	21	EPI4084676|HA|B/Madagascar/03363/2024|EPI_ISL_19774340|B	EPI_ISL_19774340	False
HA_B	21	EPI3841028|HA|B/Madagascar/03603/2024|EPI_ISL_19687107|B	EPI_ISL_19687107	False
HA_B	22	EPI3949425|HA|B/Madagascar/3366/2024|EPI_ISL_19726486|B	EPI_ISL_19726486	False
HA_B	22	EPI4134074|HA|B/Madagascar/2824/2024|EPI_ISL_19790205|B	EPI_ISL_19790205	False
HA_B	23	EPI3949569|HA|B/Madagascar/3131/2024|EPI_ISL_19726506|B	EPI_ISL_19726506	False
HA_B	23	EPI3841384|HA|B/Madagascar/03297/2024|EPI_ISL_19687156|B	EPI_ISL_19687156	False
HA_B	23	EPI4084716|HA|B/Madagascar/03301/2024|EPI_ISL_19774344|B	EPI_ISL_19774344	False
HA_B	23	EPI4084476|HA|B/Madagascar/03297/2024|EPI_ISL_19774320|B	EPI_ISL_19774320	False
HA_B	23	EPI3841230|HA|B/Madagascar/03301/2024|EPI_ISL_19687135|B	EPI_ISL_19687135	False
HA_B	23	EPI3949633|HA|B/Madagascar/3628/2024|EPI_ISL_19726514|B	EPI_ISL_19726514	False
HA_B	24	EPI3949469|HA|B/Madagascar/2722/2024|EPI_ISL_19726492|B	EPI_ISL_19726492	False
HA_B	24	EPI3516442|HA|B/Madagascar/1381/2024|EPI_ISL_19354756|B	EPI_ISL_19354756	False
HA_B	25	EPI3949771|HA|B/Madagascar/2913/2024|EPI_ISL_19726534|B	EPI_ISL_19726534	False
HA_B	25	EPI4216748|HA|B/Madagascar/03087/2024|EPI_ISL_19817128|B	EPI_ISL_19817128	False
HA_B	25	EPI3841495|HA|B/Madagascar/03087/2024|EPI_ISL_19687174|B	EPI_ISL_19687174	False
HA_B	26	EPI4216542|HA|B/Madagascar/03151/2024|EPI_ISL_19817097|B	EPI_ISL_19817097	False
HA_B	26	EPI3841469|HA|B/Madagascar/03151/2024|EPI_ISL_19687170|B	EPI_ISL_19687170	False
HA_B	27	EPI4440260|HA|B/Madagascar/00827/2025|EPI_ISL_19907452|B	EPI_ISL_19907452	False
HA_B	27	EPI4084504|HA|B/Madagascar/03232/2024|EPI_ISL_19774322|B	EPI_ISL_19774322	False
HA_B	27	EPI3841404|HA|B/Madagascar/03232/2024|EPI_ISL_19687160|B	EPI_ISL_19687160	False
HA_B	27	EPI3841252|HA|B/Madagascar/03215/2024|EPI_ISL_19687138|B	EPI_ISL_19687138	False
HA_B	27	EPI4084740|HA|B/Madagascar/03215/2024|EPI_ISL_19774346|B	EPI_ISL_19774346	False
HA_B	28	EPI4216570|HA|B/Madagascar/03043/2024|EPI_ISL_19817101|B	EPI_ISL_19817101	False
HA_B	28	EPI3841344|HA|B/Madagascar/03043/2024|EPI_ISL_19687151|B	EPI_ISL_19687151	False
HA_B	29	EPI4216588|HA|B/Madagascar/02841/2024|EPI_ISL_19817104|B	EPI_ISL_19817104	False
HA_B	29	EPI3841418|HA|B/Madagascar/02841/2024|EPI_ISL_19687162|B	EPI_ISL_19687162	False
HA_B	30	EPI4216580|HA|B/Madagascar/02934/2024|EPI_ISL_19817103|B	EPI_ISL_19817103	False
HA_B	30	EPI3841394|HA|B/Madagascar/02934/2024|EPI_ISL_19687158|B	EPI_ISL_19687158	False
HA_B	31	EPI3516384|HA|B/Madagascar/1039/2024|EPI_ISL_19354748|B	EPI_ISL_19354748	False
HA_B	31	EPI3516376|HA|B/Madagascar/447/2024|EPI_ISL_19354747|B	EPI_ISL_19354747	False
HA_B	32	EPI2757790|HA|B/Madagascar/1069/2023|EPI_ISL_18304050|B	EPI_ISL_18304050	False
HA_B	32	EPI2757870|HA|B/Madagascar/856/2023|EPI_ISL_18304060|B	EPI_ISL_18304060	False
HA_B	32	EPI2757774|HA|B/Madagascar/777/2023|EPI_ISL_18304048|B	EPI_ISL_18304048	False
HA_B	33	EPI2757822|HA|B/Madagascar/1066/2023|EPI_ISL_18304054|B	EPI_ISL_18304054	False
HA_B	33	EPI2757862|HA|B/Madagascar/1065/2023|EPI_ISL_18304059|B	EPI_ISL_18304059	False
HA_B	34	EPI2757814|HA|B/Madagascar/1095/2023|EPI_ISL_18304053|B	EPI_ISL_18304053	False
HA_B	34	EPI2820094|HA|B/Madagascar/2492/2023|EPI_ISL_18607733|B	EPI_ISL_18607733	False
HA_B	34	EPI2820174|HA|B/Madagascar/2452/2023|EPI_ISL_18607744|B	EPI_ISL_18607744	False
HA_B	35	EPI2757782|HA|B/Madagascar/1093/2023|EPI_ISL_18304049|B	EPI_ISL_18304049	False
HA_B	35	EPI2360933|HA|B/Madagascar/5931/2022|EPI_ISL_16830665|B	EPI_ISL_16830665	False
HA_B	35	EPI2361019|HA|B/Madagascar/5686/2022|EPI_ISL_16830676|B	EPI_ISL_16830676	False
HA_B	36	EPI2757806|HA|B/Madagascar/668/2023|EPI_ISL_18304052|B	EPI_ISL_18304052	False
HA_B	36	EPI2820122|HA|B/Madagascar/2448/2023|EPI_ISL_18607737|B	EPI_ISL_18607737	False
HA_B	36	EPI3187860|HA|B/Madagascar/2448/2023|EPI_ISL_19034639|B	EPI_ISL_19034639	False
HA_B	36	EPI2136314|HA|B/Madagascar/5182/2022|EPI_ISL_14727230|B	EPI_ISL_14727230	False
HA_B	37	EPI2757877|HA|B/Madagascar/1142/2023|EPI_ISL_18304061|B	EPI_ISL_18304061	False
HA_B	37	EPI2820159|HA|B/Madagascar/269/2023|EPI_ISL_18607742|B	EPI_ISL_18607742	False
HA_B	38	EPI2361440|HA|B/Madagascar/3976/2022|EPI_ISL_16830730|B	EPI_ISL_16830730	False
HA_B	38	EPI2360949|HA|B/Madagascar/5473/2022|EPI_ISL_16830667|B	EPI_ISL_16830667	False
HA_B	39	EPI2361396|HA|B/Madagascar/4869/2022|EPI_ISL_16830724|B	EPI_ISL_16830724	False
HA_B	39	EPI2136291|HA|B/Madagascar/5180/2022|EPI_ISL_14727227|B	EPI_ISL_14727227	False
HA_B	39	EPI2136298|HA|B/Madagascar/5177/2022|EPI_ISL_14727228|B	EPI_ISL_14727228	False
HA_B	39	EPI2361260|HA|B/Madagascar/5054/2022|EPI_ISL_16830707|B	EPI_ISL_16830707	False
HA_B	39	EPI2136306|HA|B/Madagascar/5178/2022|EPI_ISL_14727229|B	EPI_ISL_14727229	False
HA_B	39	EPI2361252|HA|B/Madagascar/5361/2022|EPI_ISL_16830706|B	EPI_ISL_16830706	False
HA_B	40	EPI4638952|HA|B/Madagascar/02456/2025|EPI_ISL_20144946|B	EPI_ISL_20144946	False
HA_B	40	EPI4576505|HA|B/Madagascar/02456/2025|EPI_ISL_20090073|B	EPI_ISL_20090073	False
HA_B	40	EPI4639115|HA|B/Madagascar/02033/2025|EPI_ISL_20144970|B	EPI_ISL_20144970	False
HA_B	40	EPI4638889|HA|B/Madagascar/02457/2025|EPI_ISL_20144937|B	EPI_ISL_20144937	False
HA_B	40	EPI4804491|HA|B/Madagascar/02196/2025|EPI_ISL_20254979|B	EPI_ISL_20254979	False
HA_B	40	EPI4576447|HA|B/Madagascar/01319/2025|EPI_ISL_20090065|B	EPI_ISL_20090065	False
HA_B	40	EPI4576513|HA|B/Madagascar/02457/2025|EPI_ISL_20090074|B	EPI_ISL_20090074	False
HA_B	40	EPI4576497|HA|B/Madagascar/02455/2025|EPI_ISL_20090072|B	EPI_ISL_20090072	False
HA_B	40	EPI4804499|HA|B/Madagascar/02219/2025|EPI_ISL_20254981|B	EPI_ISL_20254981	False
HA_B	40	EPI4576473|HA|B/Madagascar/02329/2025|EPI_ISL_20090069|B	EPI_ISL_20090069	False
HA_B	40	EPI4804560|HA|B/Madagascar/02631/2025|EPI_ISL_20254991|B	EPI_ISL_20254991	False
HA_B	40	EPI4440291|HA|B/Madagascar/01292/2025|EPI_ISL_19907456|B	EPI_ISL_19907456	False
HA_B	40	EPI4804611|HA|B/Madagascar/03178/2025|EPI_ISL_20255000|B	EPI_ISL_20255000	False
HA_B	40	EPI4804646|HA|B/Madagascar/03519/2025|EPI_ISL_20255006|B	EPI_ISL_20255006	False
HA_B	40	EPI4715605|HA|B/Madagascar/02457/2025|EPI_ISL_20178571|B	EPI_ISL_20178571	False
HA_B	40	EPI4576481|HA|B/Madagascar/02354/2025|EPI_ISL_20090070|B	EPI_ISL_20090070	False
HA_B	40	EPI4440323|HA|B/Madagascar/01571/2025|EPI_ISL_19907460|B	EPI_ISL_19907460	False
HA_B	40	EPI4576453|HA|B/Madagascar/01714/2025|EPI_ISL_20090066|B	EPI_ISL_20090066	False
HA_B	40	EPI4804573|HA|B/Madagascar/02713/2025|EPI_ISL_20254992|B	EPI_ISL_20254992	False
HA_B	40	EPI4804625|HA|B/Madagascar/03190/2025|EPI_ISL_20255001|B	EPI_ISL_20255001	False
HA_B	40	EPI4576459|HA|B/Madagascar/02274/2025|EPI_ISL_20090067|B	EPI_ISL_20090067	False
HA_B	40	EPI4804604|HA|B/Madagascar/03049/2025|EPI_ISL_20254998|B	EPI_ISL_20254998	False
HA_B	40	EPI4804673|HA|B/Madagascar/75272/2025|EPI_ISL_20255012|B	EPI_ISL_20255012	False
HA_B	40	EPI4804538|HA|B/Madagascar/02339/2025|EPI_ISL_20254987|B	EPI_ISL_20254987	False
HA_B	40	EPI4804510|HA|B/Madagascar/02285/2025|EPI_ISL_20254982|B	EPI_ISL_20254982	False
HA_B	40	EPI4804640|HA|B/Madagascar/03346/2025|EPI_ISL_20255003|B	EPI_ISL_20255003	False
HA_B	40	EPI4440367|HA|B/Madagascar/01806/2025|EPI_ISL_19907466|B	EPI_ISL_19907466	False
HA_B	40	EPI4576489|HA|B/Madagascar/02365/2025|EPI_ISL_20090071|B	EPI_ISL_20090071	False
HA_B	40	EPI4440307|HA|B/Madagascar/01508/2025|EPI_ISL_19907458|B	EPI_ISL_19907458	False
HA_B	40	EPI4821254|HA|B/Madagascar/2365/2025|EPI_ISL_20261776|B	EPI_ISL_20261776	False
HA_B	40	EPI4440315|HA|B/Madagascar/01509/2025|EPI_ISL_19907459|B	EPI_ISL_19907459	False
HA_B	40	EPI4645557|HA|B/Madagascar/2035/2025|EPI_ISL_20150226|B	EPI_ISL_20150226	False
HA_B	40	EPI5154958|HA|B/Madagascar/3049/2025|EPI_ISL_20367084|B	EPI_ISL_20367084	False
HA_B	40	EPI4645565|HA|B/Madagascar/2001/2025|EPI_ISL_20150227|B	EPI_ISL_20150227	False
HA_B	40	EPI4576520|HA|B/Madagascar/74050/2025|EPI_ISL_20090076|B	EPI_ISL_20090076	False
HA_B	40	EPI4645573|HA|B/Madagascar/2135/2025|EPI_ISL_20150228|B	EPI_ISL_20150228	False
HA_B	40	EPI4440284|HA|B/Madagascar/01083/2025|EPI_ISL_19907455|B	EPI_ISL_19907455	False
HA_B	40	EPI4639147|HA|B/Madagascar/02283/2025|EPI_ISL_20144974|B	EPI_ISL_20144974	False
HA_B	40	EPI4645542|HA|B/Madagascar/2230/2025|EPI_ISL_20150224|B	EPI_ISL_20150224	False
HA_B	40	EPI4304082|HA|B/Madagascar/00343/2025|EPI_ISL_19854861|B	EPI_ISL_19854861	False
HA_B	40	EPI4440383|HA|B/Madagascar/01881/2025|EPI_ISL_19907468|B	EPI_ISL_19907468	False
HA_B	40	EPI4440359|HA|B/Madagascar/01752/2025|EPI_ISL_19907465|B	EPI_ISL_19907465	False
HA_B	40	EPI4440299|HA|B/Madagascar/01339/2025|EPI_ISL_19907457|B	EPI_ISL_19907457	False
HA_B	40	EPI3841439|HA|B/Madagascar/03790/2024|EPI_ISL_19687165|B	EPI_ISL_19687165	False
HA_B	40	EPI3879590|HA|B/Madagascar/00099/2025|EPI_ISL_19704275|B	EPI_ISL_19704275	False
HA_B	40	EPI3879596|HA|B/Madagascar/00112/2025|EPI_ISL_19704276|B	EPI_ISL_19704276	False
HA_B	40	EPI3841012|HA|B/Madagascar/03790/2024|EPI_ISL_19687105|B	EPI_ISL_19687105	False
HA_B	40	EPI4804592|HA|B/Madagascar/02990/2025|EPI_ISL_20254996|B	EPI_ISL_20254996	False
HA_B	40	EPI4804550|HA|B/Madagascar/02532/2025|EPI_ISL_20254989|B	EPI_ISL_20254989	False
HA_B	40	EPI4804484|HA|B/Madagascar/02181/2025|EPI_ISL_20254978|B	EPI_ISL_20254978	False
HA_B	40	EPI5154942|HA|B/Madagascar/2898/2025|EPI_ISL_20367082|B	EPI_ISL_20367082	False
HA_B	40	EPI5154974|HA|B/Madagascar/2632/2025|EPI_ISL_20367086|B	EPI_ISL_20367086	False
HA_B	40	EPI5154950|HA|B/Madagascar/2795/2025|EPI_ISL_20367083|B	EPI_ISL_20367083	False
HA_B	40	EPI4804661|HA|B/Madagascar/03633/2025|EPI_ISL_20255007|B	EPI_ISL_20255007	False
HA_B	40	EPI4304183|HA|B/Madagascar/00891/2025|EPI_ISL_19854875|B	EPI_ISL_19854875	False
HA_B	40	EPI4804524|HA|B/Madagascar/02296/2025|EPI_ISL_20254984|B	EPI_ISL_20254984	False
HA_B	40	EPI4645549|HA|B/Madagascar/1760/2025|EPI_ISL_20150225|B	EPI_ISL_20150225	False
HA_B	41	EPI3949549|HA|B/Madagascar/3234/2024|EPI_ISL_19726503|B	EPI_ISL_19726503	False
HA_B	41	EPI3949620|HA|B/Madagascar/3225/2024|EPI_ISL_19726513|B	EPI_ISL_19726513	False
HA_B	41	EPI3949389|HA|B/Madagascar/3058/2024|EPI_ISL_19726481|B	EPI_ISL_19726481	False
HA_B	41	EPI3949764|HA|B/Madagascar/3032/2024|EPI_ISL_19726533|B	EPI_ISL_19726533	False
HA_B	41	EPI3949754|HA|B/Madagascar/3421/2024|EPI_ISL_19726531|B	EPI_ISL_19726531	False
HA_B	41	EPI3949495|HA|B/Madagascar/3349/2024|EPI_ISL_19726495|B	EPI_ISL_19726495	False
HA_B	41	EPI3841679|HA|B/Madagascar/03351/2024|EPI_ISL_19687200|B	EPI_ISL_19687200	False
HA_B	41	EPI4304112|HA|B/Madagascar/00484/2025|EPI_ISL_19854865|B	EPI_ISL_19854865	False
HA_B	41	EPI3841313|HA|B/Madagascar/03351/2024|EPI_ISL_19687146|B	EPI_ISL_19687146	False
HA_B	41	EPI4638873|HA|B/Madagascar/02366/2025|EPI_ISL_20144935|B	EPI_ISL_20144935	False
HA_B	41	EPI4715622|HA|B/Madagascar/02366/2025|EPI_ISL_20178574|B	EPI_ISL_20178574	False
HA_B	41	EPI4821262|HA|B/Madagascar/2494/2025|EPI_ISL_20261777|B	EPI_ISL_20261777	False
HA_B	41	EPI3879648|HA|B/Madagascar/03801/2024|EPI_ISL_19704283|B	EPI_ISL_19704283	False
HA_B	41	EPI4639107|HA|B/Madagascar/01754/2025|EPI_ISL_20144968|B	EPI_ISL_20144968	False
HA_B	41	EPI3841043|HA|B/Madagascar/03832/2024|EPI_ISL_19687109|B	EPI_ISL_19687109	False
HA_B	41	EPI4216562|HA|B/Madagascar/03031/2024|EPI_ISL_19817100|B	EPI_ISL_19817100	False
HA_B	41	EPI3840940|HA|B/Madagascar/03662/2024|EPI_ISL_19687096|B	EPI_ISL_19687096	False
HA_B	41	EPI4084652|HA|B/Madagascar/03422/2024|EPI_ISL_19774338|B	EPI_ISL_19774338	False
HA_B	41	EPI3840997|HA|B/Madagascar/03832/2024|EPI_ISL_19687103|B	EPI_ISL_19687103	False
HA_B	41	EPI3841526|HA|B/Madagascar/03031/2024|EPI_ISL_19687179|B	EPI_ISL_19687179	False
HA_B	41	EPI3841203|HA|B/Madagascar/03303/2024|EPI_ISL_19687132|B	EPI_ISL_19687132	False
HA_B	41	EPI4216531|HA|B/Madagascar/03167/2024|EPI_ISL_19817095|B	EPI_ISL_19817095	False
HA_B	41	EPI4216555|HA|B/Madagascar/03035/2024|EPI_ISL_19817099|B	EPI_ISL_19817099	False
HA_B	41	EPI4084694|HA|B/Madagascar/03303/2024|EPI_ISL_19774342|B	EPI_ISL_19774342	False
HA_B	41	EPI3841017|HA|B/Madagascar/03419/2024|EPI_ISL_19687106|B	EPI_ISL_19687106	False
HA_B	41	EPI3840908|HA|B/Madagascar/03419/2024|EPI_ISL_19687091|B	EPI_ISL_19687091	False
