DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Madagascar vs Africa
EPI5132281|HA|A/duck/Madagascar/78069/2025|EPI_ISL_20360494|A_/_H6N2	#c0392b
EPI4770086|HA|A/duck/Madagascar/74500/2025|EPI_ISL_20231991|A_/_H6N2	#c0392b
EPI4770041|HA|A/duck/Madagascar/74197/2025|EPI_ISL_20231982|A_/_H6N2	#c0392b
EPI3145510|HA|A/ostrich/South_Africa/AI9145-P42/2023|EPI_ISL_19009636|A_/_H6N2	#95a5a6
EPI1370644|HA|A/Eurasian-teal/Egypt/P2-29/2017|EPI_ISL_341563|A_/_H6N2	#95a5a6
A/duck/Madagascar/72868-21/2021_H6N2_HA	#c0392b
EPI228507|HA|A/whiskered_tern/Egypt/04/2004|EPI_ISL_65223|A_/_H6N2	#95a5a6
EPI372371|HA|A/shoveler/Egypt/13251-NAMRU3/2006|EPI_ISL_120196|A_/_H6N2	#95a5a6
EPI372386|HA|A/teal/Egypt/13203-NAMRU3/2006|EPI_ISL_120198|A_/_H6N2	#95a5a6
EPI310333|HA|A/duck_/Zambia/03/2008|EPI_ISL_88223|A_/_H6N2	#95a5a6
EPI310325|HA|A/duck/Zambia/02/2008|EPI_ISL_88222|A_/_H6N2	#95a5a6
EPI310373|HA|A/duck/Zambia/08/2009|EPI_ISL_88228|A_/_H6N2	#95a5a6
EPI310389|HA|A/duck/Zambia/10/2009|EPI_ISL_88230|A_/_H6N2	#95a5a6
EPI102741|HA|A/chicken/South_Africa/UP1102/02|EPI_ISL_10108|A_/_H6N2	#95a5a6
EPI669015|HA|A/chicken/South_Africa/AL25/2002|EPI_ISL_200919|A_/_H6N2	#95a5a6
EPI841756|HA|A/chicken/South_Africa/BKR2/2012|EPI_ISL_235195|A_/_H6N2	#95a5a6
EPI841751|HA|A/chicken/South_Africa/BKR4/2012|EPI_ISL_235194|A_/_H6N2	#95a5a6
EPI841740|HA|A/chicken/South_Africa/W04/2002|EPI_ISL_235193|A_/_H6N2	#95a5a6
EPI102711|HA|A/chicken/South_Africa/AL19/02|EPI_ISL_10109|A_/_H6N2	#95a5a6
EPI1551416|HA|A/chicken/South_Africa/N2826/2016|EPI_ISL_378725|A_/_H6N2	#95a5a6
EPI1790320|HA|A/chicken/South_Africa/398997/2016|EPI_ISL_506053|A_/_H6N2	#95a5a6
EPI1790344|HA|A/chicken/South_Africa/404573/2016|EPI_ISL_506056|A_/_H6N2	#95a5a6
EPI1790296|HA|A/chicken/South_Africa/341797/2015|EPI_ISL_506050|A_/_H6N2	#95a5a6
EPI1790288|HA|A/chicken/South_Africa/339678/2015|EPI_ISL_506049|A_/_H6N2	#95a5a6
EPI1790336|HA|A/chicken/South_Africa/402385/2016|EPI_ISL_506055|A_/_H6N2	#95a5a6
EPI1790328|HA|A/chicken/South_Africa/401156/2016|EPI_ISL_506054|A_/_H6N2	#95a5a6
EPI1790312|HA|A/chicken/South_Africa/344579/2015|EPI_ISL_506052|A_/_H6N2	#95a5a6
EPI1790304|HA|A/chicken/South_Africa/344378/2015|EPI_ISL_506051|A_/_H6N2	#95a5a6
EPI1790280|HA|A/chicken/South_Africa/338087/2015|EPI_ISL_506048|A_/_H6N2	#95a5a6
EPI841732|HA|A/chicken/South_Africa/MAS/2013|EPI_ISL_235192|A_/_H6N2	#95a5a6
EPI2044644|HA|A/chicken/South_Africa/387087/2019|EPI_ISL_12864553|A_/_H6N2	#95a5a6
EPI1790360|HA|A/chicken/South_Africa/432/2019|EPI_ISL_506058|A_/_H6N2	#95a5a6
EPI1790352|HA|A/chicken/South_Africa/H44954/2016|EPI_ISL_506057|A_/_H6N2	#95a5a6
EPI2044732|HA|A/chicken/South_Africa/654160/2020|EPI_ISL_12869979|A_/_H6N2	#95a5a6
EPI2044715|HA|A/chicken/South_Africa/645275/2020|EPI_ISL_12869977|A_/_H6N2	#95a5a6
EPI2044723|HA|A/chicken/South_Africa/636697/2020|EPI_ISL_12869978|A_/_H6N2	#95a5a6
